n 	 k 	 h[J] 	 h[eV] 
42	21	8.225198372547743e-14	513375.4242686679
43	21	8.22669814677395e-14	513469.032616432
44	21	8.228226233371785e-14	513564.40807972796
45	21	8.229782618734205e-14	513661.54980927263
46	21	8.231367288910662e-14	513760.4569343434
47	21	8.232980229618867e-14	513861.1285635114
48	21	8.234621426260079e-14	513963.56378559704
49	21	8.236290863918311e-14	514067.7616696196
50	21	8.237988527366033e-14	514173.7212651533
51	21	8.239714401058404e-14	514281.4416019676
52	21	8.241468469147523e-14	514390.92169091635
53	21	8.243250715492976e-14	514502.1605245963
54	21	8.245061123662845e-14	514615.15707740985
55	21	8.246899676933461e-14	514729.91030555
56	21	8.248766358288488e-14	514846.4191469428
57	21	8.250661150431669e-14	514964.682522043
58	21	8.252584035791669e-14	515084.69933413656
59	21	8.254534996519383e-14	515206.4684691722
60	21	8.256514014491111e-14	515329.98879596
61	21	8.258521071316692e-14	515455.25916667865
62	21	8.26055614834623e-14	515582.27841729583
63	21	8.262619226664914e-14	515711.0453672442
64	21	8.264710287091625e-14	515841.5588193352
65	21	8.266829310190976e-14	515973.81756050984
66	21	8.268976276280919e-14	516107.82036231377
67	21	8.271151165440356e-14	516243.5659813726
68	21	8.273353957499588e-14	516381.0531587954
69	21	8.27558463203147e-14	516520.2806196226
70	21	8.277843168367265e-14	516661.247073816
71	21	8.280129545618575e-14	516803.9512176269
72	21	8.28244374266284e-14	516948.39173269167
73	21	8.284785738133938e-14	517094.56728544476
74	21	8.28715551042535e-14	517242.476527316
75	21	8.289553037701691e-14	517392.1180954507
76	21	8.291978297924406e-14	517543.49061431334
77	21	8.294431268838544e-14	517696.5926948622
78	21	8.29691192795849e-14	517851.4229336585
79	21	8.299420252563087e-14	518007.97991256206
1	22	8.188169219265023e-14	511064.25116185594
2	22	8.188563445220161e-14	511088.85675892606
3	22	8.188963378473158e-14	511113.8185767615
4	22	8.1893824067121e-14	511139.97220737376
5	22	8.189824952283003e-14	511167.5936713105
6	22	8.190293013891986e-14	511196.8077177337
7	22	8.190787652334931e-14	511227.6805561754
8	22	8.191309489871361e-14	511260.2510249386
9	22	8.191858917484147e-14	511294.5435272034
10	22	8.19243619343296e-14	511330.57418223674
11	22	8.193041494850102e-14	511368.35404574405
12	22	8.1936749467663e-14	511407.8909215132
13	22	8.194336639394368e-14	511449.1904401733
14	22	8.195026638902353e-14	511492.25673160027
15	22	8.195744994366521e-14	511537.09285888734
16	22	8.19649174241234e-14	511583.70110801153
17	22	8.197266910409628e-14	511632.0831872591
18	22	8.198070518697442e-14	511682.24036609137
19	22	8.198902582180719e-14	511734.17357479926
20	22	8.199763111504559e-14	511787.88347779645
21	22	8.200652113899677e-14	511843.37052638765
22	22	8.201569593841993e-14	511900.63499993715
23	22	8.202515553547251e-14	511959.67703674064
24	22	8.20348999333938e-14	512020.4966570161
25	22	8.204492911955357e-14	512083.09378193197
26	22	8.205524306768364e-14	512147.4682475355
27	22	8.206584173976985e-14	512213.61981656146
28	22	8.207672508753334e-14	512281.54818767763
29	22	8.208789305349835e-14	512351.2530021493
30	22	8.209934557211876e-14	512422.7338508704
31	22	8.211108257053005e-14	512495.99027905765
32	22	8.212310396917732e-14	512571.0217901691
33	22	8.21354096823755e-14	512647.8278494021
34	22	8.214799961871992e-14	512726.4078862545
35	22	8.21608736814758e-14	512806.7612969566
36	22	8.217403176883304e-14	512888.8874460613
37	22	8.218747377429705e-14	512972.7856688827
38	22	8.220119958698042e-14	513058.4552733177
39	22	8.221520909172206e-14	513145.8955405888
40	22	8.222950216920417e-14	513235.1057259744
41	22	8.22440786961438e-14	513326.0850600045
42	22	8.225893854536186e-14	513418.83274889126
43	22	8.227408158602562e-14	513513.3479760428
44	22	8.228950768382095e-14	513609.6299031379
45	22	8.230521670093102e-14	513707.6776699935
46	22	8.23212084961127e-14	513807.4903950411
47	22	8.233748292468998e-14	513909.06717528607
48	22	8.23540398387461e-14	514012.40708750644
49	22	8.237087908720123e-14	514117.50918873807
50	22	8.238800051589674e-14	514224.3725168005
51	22	8.2405403967622e-14	514332.99609046424
52	22	8.242308928204454e-14	514443.37890901486
53	22	8.24410562958634e-14	514555.51995321
54	22	8.245930484286461e-14	514669.4181856259
55	22	8.247783475401492e-14	514785.0725512422
56	22	8.249664585740639e-14	514902.4819770961
57	22	8.251573797827979e-14	515021.64537242876
58	22	8.253511093911376e-14	515142.56162924116
59	22	8.255476455969898e-14	515265.22962275764
60	22	8.257469865709721e-14	515389.6482111699
61	22	8.259491304567435e-14	515515.81623584335
62	22	8.261540753717695e-14	515643.73252179497
63	22	8.263618194082187e-14	515773.3958782526
64	22	8.265723606324474e-14	515904.8050983331
65	22	8.267856970847166e-14	516037.9589588664
66	22	8.270018267799285e-14	516172.8562208544
67	22	8.272207477083395e-14	516309.49562991643
68	22	8.274424578372678e-14	516447.875917355
69	22	8.276669551100673e-14	516587.9957995152
70	22	8.27894237444781e-14	516729.8539769446
71	22	8.281243027353797e-14	516873.44913516566
72	22	8.283571488541163e-14	517018.77994614607
73	22	8.285927736508135e-14	517165.8450678535
74	22	8.288311749525484e-14	517314.64314405894
75	22	8.290723505620398e-14	517465.1728033303
76	22	8.293162982592405e-14	517617.432660026
77	22	8.295630158033855e-14	517771.42131557345
78	22	8.298125009337661e-14	517927.13735895226
79	22	8.300647513674544e-14	518084.5793652738
1	23	8.18825552960448e-14	511069.6382182077
2	23	8.188668823087473e-14	511095.4339142589
3	23	8.189085922505614e-14	511121.46715759864
4	23	8.189521262750333e-14	511148.6389013927
5	23	8.189979635424604e-14	511177.24821334705
6	23	8.190463215458528e-14	511207.43084163626
7	23	8.190973161689652e-14	511239.259115059
8	23	8.191510156337522e-14	511272.77561432065
9	23	8.192074629503868e-14	511308.0071842033
10	23	8.192666866197694e-14	511344.9716135324
11	23	8.193287062506956e-14	511383.68114113
12	23	8.1939353572771e-14	511424.14443302876
13	23	8.194611851011199e-14	511466.36776212405
14	23	8.195316617681175e-14	511510.3557453704
15	23	8.196049712373512e-14	511556.1118209884
16	23	8.196811176394764e-14	511603.638567125
17	23	8.197601040791977e-14	511652.9379215804
18	23	8.19841932882252e-14	511704.0113359623
19	23	8.199266057714667e-14	511756.8598855726
20	23	8.200141239972372e-14	511811.4843508453
21	23	8.201044884323743e-14	511867.88527654466
22	23	8.201976996440148e-14	511926.06301664904
23	23	8.202937579496999e-14	511986.0177693517
24	23	8.203926634588821e-14	512047.7496029673
25	23	8.204944161061542e-14	512111.2584766719
26	23	8.205990156772857e-14	512176.54425675375
27	23	8.207064618292922e-14	512243.60672913917
28	23	8.208167541081782e-14	512312.4456104671
29	23	8.209298919607545e-14	512383.0605554647
30	23	8.21045874746086e-14	512455.45116409264
31	23	8.211647017449669e-14	512529.6169874589
32	23	8.212863721669503e-14	512605.5575322063
33	23	8.21410885156636e-14	512683.2722644372
34	23	8.21538239798514e-14	512762.7606127364
35	23	8.216684351214271e-14	512844.0219709565
36	23	8.218014701016057e-14	512927.05570011213
37	23	8.219373436654269e-14	513011.8611301021
38	23	8.220760546932351e-14	513098.4375620936
39	23	8.222176020220084e-14	513186.78427018714
40	23	8.223619844465343e-14	513276.9005021498
41	23	8.225092007211075e-14	513368.78548047505
42	23	8.2265924956071e-14	513462.43840311945
43	23	8.228121296417776e-14	513557.85844398104
44	23	8.229678396048045e-14	513655.0447545248
45	23	8.231263780555569e-14	513753.99646454013
46	23	8.232877435658672e-14	513854.7126826369
47	23	8.234519346735993e-14	513957.1924962235
48	23	8.236189498830891e-14	514061.4349717817
49	23	8.237887876665135e-14	514167.4391557213
50	23	8.239614464644794e-14	514275.2040747478
51	23	8.241369246878024e-14	514384.7287369724
52	23	8.243152207168862e-14	514496.0121315247
53	23	8.244963329019397e-14	514609.05322868825
54	23	8.246802595635264e-14	514723.8509802435
55	23	8.248669989936417e-14	514840.40432013985
56	23	8.250565494565071e-14	514958.7121649922
57	23	8.252489091882361e-14	515078.7734138712
58	23	8.254440763968705e-14	515200.58694832696
59	23	8.256420492634765e-14	515324.15163307276
60	23	8.258428259425023e-14	515449.4663162081
61	23	8.260464045618663e-14	515576.52982927405
62	23	8.26252783222737e-14	515705.3409871157
63	23	8.264619600005709e-14	515835.8985885299
64	23	8.266739329460506e-14	515968.2014168512
65	23	8.268887000846638e-14	516102.24823968834
66	23	8.271062594168038e-14	516238.03780898766
67	23	8.273266089171689e-14	516375.5688606579
68	23	8.275497465361323e-14	516514.8401154254
69	23	8.27775670201469e-14	516655.85027991177
70	23	8.280043778180843e-14	516798.5980464644
71	23	8.282358672658949e-14	516943.0820918342
72	23	8.284701364012234e-14	517089.3010780458
73	23	8.287071830581549e-14	517237.25365324423
74	23	8.289470050494329e-14	517386.9384522544
75	23	8.291896001663132e-14	517538.3540964893
76	23	8.294349661763997e-14	517691.4991925999
77	23	8.296831008242636e-14	517846.37233286124
78	23	8.299340018333634e-14	518002.9720963708
79	23	8.301876669084444e-14	518161.2970505464
1	24	8.188345026445315e-14	511075.2241599143
2	24	8.188777552981127e-14	511102.22028618056
3	24	8.189211931930832e-14	511129.3320307851
4	24	8.189663668978844e-14	511157.5271803945
5	24	8.190137934533883e-14	511187.1284458602
6	24	8.190637084883805e-14	511218.28289479367
7	24	8.191162380083617e-14	511251.06917347724
8	24	8.191714564451817e-14	511285.5337385199
9	24	8.192294108734722e-14	511321.70597153396
10	24	8.192901325825639e-14	511359.60540174256
11	24	8.193536431638895e-14	511399.2455054298
12	24	8.194199579520056e-14	511440.6358536529
13	24	8.194890880815646e-14	511483.7833961007
14	24	8.195610417752714e-14	511528.69326497114
15	24	8.196358251801066e-14	511575.3692968996
16	24	8.197134429265608e-14	511623.814382005
17	24	8.197938985139926e-14	511674.03070441063
18	24	8.19877194582876e-14	511726.01991216716
19	24	8.199633331087158e-14	511779.7832382852
20	24	8.200523155450793e-14	511835.32159000816
21	24	8.201441429298908e-14	511892.63561515615
22	24	8.202388159639533e-14	511951.7257511349
23	24	8.203363350728068e-14	512012.59226354514
24	24	8.204367004539677e-14	512075.2352756667
25	24	8.205399121128257e-14	512139.6547908635
26	24	8.206459698924156e-14	512205.85071116575
27	24	8.20754873495403e-14	512273.82285099244
28	24	8.208666225034254e-14	512343.57094922254
29	24	8.209812163918383e-14	512415.0946783996
30	24	8.210986545409534e-14	512488.3936517454
31	24	8.212189362467864e-14	512563.46742986835
32	24	8.213420607293865e-14	512640.31552596245
33	24	8.214680271395978e-14	512718.9374100274
34	24	8.215968345648654e-14	512799.3325124926
35	24	8.217284820339203e-14	512881.5002271407
36	24	8.218629685211697e-14	512965.4399138485
37	24	8.220002929490277e-14	513051.150900041
38	24	8.22140454191025e-14	513138.632482633
39	24	8.222834510753924e-14	513227.88393026526
40	24	8.224292823874179e-14	513318.9044847757
41	24	8.225779468707463e-14	513411.6933620107
42	24	8.227294432296025e-14	513506.2497532128
43	24	8.228837701290334e-14	513602.57282517164
44	24	8.230409261961477e-14	513700.6617209975
45	24	8.232009100224824e-14	513800.5155615988
46	24	8.233637201650416e-14	513902.1334463304
47	24	8.235293551476446e-14	514005.51445383456
48	24	8.236978134605384e-14	514110.6576417996
49	24	8.238690935613135e-14	514217.5620475312
50	24	8.240431938752888e-14	514326.22668819287
51	24	8.242201127968239e-14	514436.65056162473
52	24	8.24399848690731e-14	514548.83264722506
53	24	8.245823998919476e-14	514662.77190574567
54	24	8.247677647058973e-14	514778.46727951744
55	24	8.249559414085313e-14	514895.91769247607
56	24	8.25146928247732e-14	515015.122051038
57	24	8.253407234439172e-14	515136.0792444777
58	24	8.255373251899319e-14	515258.78814486007
59	24	8.257367316510684e-14	515383.24760705314
60	24	8.259389409659803e-14	515509.4564692983
61	24	8.261439512473061e-14	515637.4135535995
62	24	8.263517605815812e-14	515767.1176656688
63	24	8.265623670289757e-14	515898.5675947619
64	24	8.267757686242883e-14	516031.76211429946
65	24	8.269919633777927e-14	516166.6999823944
66	24	8.27210949275444e-14	516303.3799419816
67	24	8.274327242788298e-14	516441.80072078656
68	24	8.276572863240847e-14	516581.9610306487
69	24	8.27884633322904e-14	516723.8595681534
70	24	8.281147631648488e-14	516867.4950160711
71	24	8.283476737171482e-14	517012.8660432337
72	24	8.285833628230228e-14	517159.97130348824
73	24	8.288218283023552e-14	517308.8094361153
74	24	8.290630679520829e-14	517459.37906607427
75	24	8.293070795487595e-14	517611.6788056021
76	24	8.295538608481083e-14	517765.70725393423
77	24	8.298034095837687e-14	517921.46299652266
78	24	8.300557234659291e-14	518078.9446041825
79	24	8.303108001836584e-14	518238.15063454694
1	25	8.188437702933326e-14	511081.008559171
2	25	8.188889625152053e-14	511109.2152662031
3	25	8.189341395905939e-14	511137.4125195633
4	25	8.189809614460412e-14	511166.6363617329
5	25	8.190299839246594e-14	511197.2337219659
6	25	8.190814612864895e-14	511229.3632965643
7	25	8.191355299653945e-14	511263.11024066864
8	25	8.191922708097191e-14	511298.52501574054
9	25	8.192517351059949e-14	511335.63963224785
10	25	8.193139570416954e-14	511374.47542828857
11	25	8.19378960275118e-14	511415.0471701794
12	25	8.19446761657061e-14	511457.3653753392
13	25	8.195173734599255e-14	511501.43770358234
14	25	8.195908047756116e-14	511547.2698296144
15	25	8.196670624254523e-14	511594.86601096776
16	25	8.197461515701803e-14	511644.2294687116
17	25	8.198280761298708e-14	511695.3626495592
18	25	8.19912839081732e-14	511748.26741173404
19	25	8.20000442673308e-14	511802.9451580396
20	25	8.200908885782231e-14	511859.3969330682
21	25	8.201841780139151e-14	511917.62349668273
22	25	8.202803118282223e-14	511977.6253780613
23	25	8.203792905664412e-14	512039.4029175506
24	25	8.204811145243809e-14	512102.95629977965
25	25	8.205857837878099e-14	512168.2855782808
26	25	8.206932982652126e-14	512235.3906959347
27	25	8.208036577129072e-14	512304.27150064736
28	25	8.20916861755072e-14	512374.9277578499
29	25	8.210329099015593e-14	512447.3591616169
30	25	8.211518015601439e-14	512521.56534231105
31	25	8.212735360476805e-14	512597.5458735476
32	25	8.213981125997828e-14	512675.30027823517
33	25	8.215255303782213e-14	512754.8280331931
34	25	8.216557884776431e-14	512836.1285733458
35	25	8.217888859305101e-14	512919.20129480463
36	25	8.219248217123067e-14	513004.0455581188
37	25	8.220635947449942e-14	513090.66069043067
38	25	8.222052038994284e-14	513179.0459869855
39	25	8.223496479984636e-14	513269.20071306825
40	25	8.224969258204068e-14	513361.1241061596
41	25	8.22647036100675e-14	513454.81537697074
42	25	8.227999775341488e-14	513550.2737109119
43	25	8.22955748776731e-14	513647.4982690653
44	25	8.231143484454459e-14	513746.4881882472
45	25	8.232757751203211e-14	513847.24258218246
46	25	8.234400273455242e-14	513949.76054221386
47	25	8.236071036314838e-14	514054.041138626
48	25	8.237770024555616e-14	514160.08342106483
49	25	8.239497222622764e-14	514267.88641867734
50	25	8.241252614641176e-14	514377.4491406194
51	25	8.243036184412894e-14	514488.77057589625
52	25	8.244847915437237e-14	514601.84969461843
53	25	8.246687790916991e-14	514716.6854483885
54	25	8.248555793764772e-14	514833.27677069814
55	25	8.250451906600452e-14	514951.62257676746
56	25	8.252376111754398e-14	515071.7217637468
57	25	8.254328391278239e-14	515193.5732113894
58	25	8.256308726954103e-14	515317.17578262766
59	25	8.258317100290814e-14	515442.52832333534
60	25	8.260353492527725e-14	515569.6296625676
61	25	8.262417884640266e-14	515698.4786129066
62	25	8.264510257349492e-14	515829.07397105766
63	25	8.266630591119878e-14	515961.414517712
64	25	8.268778866155887e-14	516095.4990173318
65	25	8.27095506241245e-14	516231.326218805
66	25	8.273159159597668e-14	516368.8948556135
67	25	8.275391137186955e-14	516508.203646716
68	25	8.277650974417998e-14	516649.2512962338
69	25	8.27993865027917e-14	516792.0364927268
70	25	8.282254143513007e-14	516936.5579094114
71	25	8.284597432644534e-14	517082.8142059278
72	25	8.286968495977394e-14	517230.8040280989
73	25	8.289367311589295e-14	517380.52600764553
74	25	8.291793857324063e-14	517531.97876169113
75	25	8.294248110795949e-14	517685.16089303006
76	25	8.296730049412843e-14	517840.07099157665
77	25	8.299239650384581e-14	517996.70763488376
78	25	8.301776890713619e-14	518155.06938756065
79	25	8.304341747168286e-14	518315.1547996034
1	26	8.188533552603932e-14	511086.9910124912
2	26	8.189005030309178e-14	511116.41827442474
3	26	8.189474303966708e-14	511145.7079708091
4	26	8.189959088470726e-14	511175.9657760505
5	26	8.190465339184526e-14	511207.56339390867
6	26	8.190995789810388e-14	511240.67144830094
7	26	8.191551911935141e-14	511275.38178825984
8	26	8.192134580205812e-14	511311.7490048441
9	26	8.192744351033675e-14	511349.80782644113
10	26	8.193381596337247e-14	511389.5814663301
11	26	8.194046574184314e-14	511431.0860318013
12	26	8.194739468886997e-14	511474.33302668843
13	26	8.195460415063406e-14	511519.33085317543
14	26	8.196209512748018e-14	511566.0857549101
